EVALUATION RESULTS:
bleu,success,match
0.1373344645086682,0.7946127896210138,0.8059701491334372
DECODED RESULTS
dial_id,turn_num,user,bspn_gen,bspn,resp_gen,resp
631,2,"i have nothing matching your request . would you like to try another part of town or a different type of cuisine ? any type of food , just cheap in the west part of town .",,cheap west EOS_Z1,,what about la margherita ? they serve food_SLOT .
631,3,what about la margherita ? they serve italian . is there anything else ?,,cheap west EOS_Z1,,thanh binh is located in the area_SLOT part of town and is in the pricerange_SLOT price range . would you like their information ?
631,4,"thanh binh is located in the west part of town and is in the cheap price range . would you like their information ? yes , please give me their address and phone number .",,cheap west EOS_Z1 address phone,,thanh binh is located at 17 magdalene street city area_SLOT and its phone number is 01223315232 . is there anything else i can help you with ?
631,5,"thanh binh is located at 17 magdalene street city centre and its phone number is 01223315232 . is there anything else i can help you with ? no , thanks . that 's it .",,cheap west EOS_Z1,,thank you and good bye
620,6,,,,,
620,0,i am looking for a restaurant in the south part of town that is in the cheap price range .,cheap south EOS_Z1,cheap south EOS_Z1,there are two restaurants in the area_SLOT part of town that are in the pricerange_SLOT price range . would you like to try something else ?,i have two restaurants that meet your requirements . do you have a cuisine preference ?
620,1,i have two restaurants that meet your requirements . do you have a cuisine preference ? i would like italian food .,italian cheap south EOS_Z1,italian cheap south EOS_Z1,there are no restaurants that meet your requirements . would you like to try something else ?,"i'm sorry , there are no restaurants matching your request . would you like to try something else ?"
620,2,"i'm sorry , there are no restaurants matching your request . would you like to try something else ? i don't care .",,cheap south EOS_Z1,,nandos is pricerange_SLOT restaurant in the area_SLOT part of town serving food_SLOT food . would you like their phone number ?
620,3,"nandos is cheap restaurant in the south part of town serving portuguese food . would you like their phone number ?yes , also i will need their address .",,cheap south EOS_Z1 address,,their address is cambridge leisure park clifton way . would you also like the phone number ?
620,4,"their address is cambridge leisure park clifton way . would you also like the phone number ?yes , please give me their number .",,cheap south EOS_Z1 phone,,the phone number for nandos is 01223 327908 . is there anything else i can help you with ?
620,5,"the phone number for nandos is 01223 327908 . is there anything else i can help you with ? no , thanks . i'll head to nandos now . goodbye .",,cheap south EOS_Z1,"i'm sorry , but there are no",have a nice day !
669,6,,,,,
669,0,an expensive restaurant please,expensive EOS_Z1,expensive EOS_Z1,there are two restaurants in the pricerange_SLOT price range . would you like to try something else ?,do you have an area of town or type of cuisine in mind ?
669,1,do you have an area of town or type of cuisine in mind ?i was thinking catalan food,catalan expensive EOS_Z1,catalan expensive EOS_Z1,there are no food_SLOT restaurants in the pricerange_SLOT price range . would you like to try something else ?,there are no pricerange_SLOT food_SLOT restaurants . can i help you find something else ?
669,2,there are no expensive catalan restaurants . can i help you find something else ?are there any mid-range catalan restaurants ?,,catalan moderate EOS_Z1,,yes . what type of food do you want ?
669,3,yes . what type of food do you want ?how about italian ?,,italian moderate EOS_Z1,,prezzo is an food_SLOT restaurant in the pricerange_SLOT price range .
669,4,"prezzo is an italian restaurant in the moderate price range .great , what is thier address , phone number and area ?",,italian moderate EOS_Z1 address area phone,,prezzo is located at 21-24 area_SLOT road . its phone number is 01799521260 and it is in the area_SLOT . is there anything else can i help you with ?
669,5,prezzo is located at 21-24 northampton road . its phone number is 01799521260 and it is in the west . is there anything else can i help you with ? thank you goodbye .,,italian moderate EOS_Z1,thank you for using the cambridge restaurant system . goodbye .<extra_id_96> . it is located at 303 king street city area_SLOT and is located at 303 king street city area_SLOT . thank you're there . goodbye . we're there .<extra_id_96> road system is clifton road road road clifton road clifton road lane road clifton waynham,"thank you for calling , enjoy your meal ! goodbye ."
625,6,,,,,
625,0,i want a restaurant on the west end of town .,west EOS_Z1,west EOS_Z1,there are three restaurants in the area_SLOT part of town . would you like to try something else ?,ok . are you looking for any particular type of food ?
625,1,ok . are you looking for any particular type of food ?i don't care .,,west EOS_Z1,there are three restaurants in the area_SLOT part of town . would you like to try something else ?,are you looking for a particular price range ?
625,2,are you looking for a particular price range ?a moderately priced restaurant would be good .,,moderate west EOS_Z1,,do you have a cuisine preference ?
625,3,do you have a cuisine preference ? no preference,,moderate west EOS_Z1,,how about prezzo ? they serve pricerange_SLOT priced food_SLOT food on the area_SLOT side of town .
625,4,how about prezzo ? they serve moderately priced italian food on the west side of town .can i please have their address and phone number ?,,moderate west EOS_Z1 address phone,,"prezzo 's address is 21 - 24 area_SLOT road , their phone number is 01799 521260 ."
625,5,"prezzo 's address is 21 - 24 northampton road , their phone number is 01799 521260 .thank you , goodbye",,moderate west EOS_Z1,you're welcome . goodbye .<extra_id_96> . goodbye .<extra_id_96> . goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye goodbye Retourned by appointment,thank you for using our system . good bye .
664,6,,,,,
664,0,i am looking for a danish restaurant,danish EOS_Z1,danish EOS_Z1,there are no restaurants in the area . would you like to try something else ?,there are no food_SLOT restaurants listed . may i direct you toward another restaurant ?
664,1,there are no danish restaurants listed . may i direct you toward another restaurant ? how about north american food ?,north american EOS_Z1,north american EOS_Z1,there are two restaurants serving area_SLOT american food . would you like to try something else ?,"there is one listing for area_SLOT american food , gourmet burger kitchen in area_SLOT part of town ."
664,2,"there is one listing for north american food , gourmet burger kitchen in centre part of town .what is their phone number and postcode ?",,north american EOS_Z1 phone postcode,,"postcode : c .b 2 , 1 a .b , phone number is 01223 312598"
664,3,"postcode : c .b 2 , 1 a .b , phone number is 01223 312598is there anything else ?",,north american EOS_Z1,,that is the only restaurant serving area_SLOT american food .
664,4,that is the only restaurant serving north american food .could you give me the phone number and postcode ?,,north american EOS_Z1 phone postcode,,"the phone number is 01223 312598 and postcode is c .b 2 , 1 a .b"
664,5,"the phone number is 01223 312598 and postcode is c .b 2 , 1 a .bthank you good bye .",,north american EOS_Z1,"i'm sorry , but there are no","thank you for using our service , good bye ."
634,7,,,,,
634,0,i want afghan food in the centre of town .,afghan centre EOS_Z1,afghan centre EOS_Z1,"i'm sorry , there are no food_SLOT restaurants in the area_SLOT of town . would you like to try something else ?",what price range are you looking for ?
634,1,what price range are you looking for ?any price range will be fine .,afghan centre EOS_Z1,afghan centre EOS_Z1,there are no food_SLOT restaurants in the area_SLOT area . would you like to try something else ?,what area are you looking for ?
634,2,what area are you looking for ?centre part of town .,afghan centre EOS_Z1,afghan centre EOS_Z1,there are no food_SLOT restaurants in the area_SLOT area . would you like to try something else ?,there are no restaurants that serve food_SLOT food in the center of town .
634,3,there are no restaurants that serve afghan food in the center of town .how about a place serving turkish food ?,turkish centre EOS_Z1,turkish centre EOS_Z1,there are two restaurants serving food_SLOT food in the area_SLOT of town . would you like to try something else ?,"there are three restaurants , the locations are bridge street city area_SLOT , king street city area_SLOT , and the more pricerange_SLOT is on mill road city area_SLOT . which do you prefer ?"
634,4,"there are three restaurants , the locations are bridge street city centre , king street city centre , and the more expensive is on mill road city centre . which do you prefer ?i don't care",turkish centre EOS_Z1,turkish centre EOS_Z1,there are three restaurants in the area_SLOT part of town . would you like to try something else ?,anatolia meets your criteria . would you like their contact information ?
634,5,"anatolia meets your criteria . would you like their contact information ?yes , what is their price range and address ?",turkish centre EOS_Z1 address,turkish centre EOS_Z1 address pricerange,anatolia is a food_SLOT area_SLOT located at a food_SLOT area_SLOT . would you like their phone number ?,anatolia is in the pricerange_SLOT price range and is located at 30 bridge street city area_SLOT .
634,6,anatolia is in the moderate price range and is located at 30 bridge street city centre .thank you . good bye .,turkish centre EOS_Z1,turkish centre EOS_Z1,thank you for using our system . good bye,"thank you , goodbye !"
624,2,,,,,
624,0,i want a moderately priced restaurant in the north part of town . what is the address ?,moderate north EOS_Z1 address,moderate north EOS_Z1 address,there are two pricerange_SLOT priced restaurants in the area_SLOT part of town . what price range would you like ?,the nirala is a great pricerange_SLOT priced food_SLOT restaurant in the area_SLOT part of town . they are located at 191 histon road chesterton . is there anything else i can do for you today ?
624,1,"the nirala is a great moderately priced indian restaurant in the north part of town . they are located at 191 histon road chesterton . is there anything else i can do for you today ?thank you , goodbye .",moderate north EOS_Z1,moderate north EOS_Z1,thank you for using the cambridge restaurant system . good bye .,thank you . good bye .
645,2,,,,,
645,0,"i want to find an expensive restaurant and serves european food . can i also have the address , phone number and its area . ?",european expensive EOS_Z1 address phone,european expensive EOS_Z1 address area phone,there are three pricerange_SLOT food_SLOT restaurants in the pricerange_SLOT price range . would you like to try something else ?,eraina is a food_SLOT restaurant in the area_SLOT area . their address is st . michael 's church trinity street city area_SLOT and phone number 01223 355166 .
645,1,eraina is a european restaurant in the centre area . their address is st . michael 's church trinity street city centre and phone number 01223 355166 . thank you goodbye,european expensive EOS_Z1,european expensive EOS_Z1,thank you for using our system . good bye,thank you and good bye
627,2,,,,,
627,0,i'm looking for an english restaurant that 's moderately priced . .,english moderate EOS_Z1,english moderate EOS_Z1,there are no food_SLOT restaurants that are pricerange_SLOT priced . would you like to try something else ?,there are no restaurants matching your request . may i help you find a different restaurant ?
627,1,"there are no restaurants matching your request . may i help you find a different restaurant ? okay , then i'm looking for a restaurant with chinese food that 's moderately priced .",chinese moderate EOS_Z1,chinese moderate EOS_Z1,there are two restaurants that match your request . would you like to try something else ?,"i have four restaurants matching your request , would you like to hear them all or narrow your request ?"
637,2,,,,,
637,0,hello ! i am looking for the address and phone number of a lebanese restaurant in the centre .,lebanese centre EOS_Z1 address phone,lebanese centre EOS_Z1 address phone,there are two food_SLOT restaurants in the area_SLOT area . their phone number is 01223 32363 .,ali baba is a food_SLOT restaurant in the area_SLOT area . its address is 59 hills road city . phone number is 01462 432565
637,1,"ali baba is a lebanese restaurant in the centre area . its address is 59 hills road city . phone number is 01462 432565thank you , goodbye .",lebanese centre EOS_Z1,lebanese centre EOS_Z1,thank you for using our system . goodbye .,thank you .
659,4,,,,,
659,0,i would like a restaurant in any area that serves scandinavian food,scandinavian EOS_Z1,scandinavian EOS_Z1,there are no restaurants in the area_SLOT part of town . would you like to try something else ?,there are no restaurants available that serve food_SLOT food . are there any other restaurants you would like to try ?
659,1,there are no restaurants available that serve scandinavian food . are there any other restaurants you would like to try ?how about french ?,french EOS_Z1,french EOS_Z1,there are two restaurants that serve food_SLOT food . would you like to try something else ?,restaurant two two serves food_SLOT food . would you like the location information ?
659,2,"restaurant two two serves french food . would you like the location information ?if you could give me the phone number , that would be great .",french EOS_Z1 phone,french EOS_Z1 phone,the phone number is 01223 363636 . would you like their phone number ?,the phone number for restaurant two two is 01223 351880 . can i help you with anything else ?
659,3,"the phone number for restaurant two two is 01223 351880 . can i help you with anything else ? no , thank you , that does it . thank you and goodbye !",french EOS_Z1,french EOS_Z1,thank you for using our system . good bye,goodbye .
647,4,,,,,
647,0,"hello , i am looking for an expensive restaurant that serves vegetarian food .",vegetarian expensive EOS_Z1,vegetarian expensive EOS_Z1,there are no restaurants that serve food_SLOT food . would you like to try something else ?,there is not a restaurant matching your request . would you like another restaurant ?
647,1,"there is not a restaurant matching your request . would you like another restaurant ? yes , how about european food instead .",european expensive EOS_Z1,european expensive EOS_Z1,there are two restaurants in the pricerange_SLOT price range . would you like more information ?,cambridge lodge restaurant is a nice restaurant serves food_SLOT if you want something in the area_SLOT .
647,2,cambridge lodge restaurant is a nice restaurant serves european if you want something in the west .could i have their phone number and address ?,european expensive EOS_Z1 address phone,european expensive EOS_Z1 address phone,cambridge lodge restaurant is located at cambridge lodge lodge hotel in the area_SLOT part of town . would you like their phone number ?,cambridge lodge restaurant is located at cambridge lodge hotel 139 huntingdon road city area_SLOT and their phone number is 01223 355166 .
647,3,cambridge lodge restaurant is located at cambridge lodge hotel 139 huntingdon road city centre and their phone number is 01223 355166 .thank you good bye,european expensive EOS_Z1,european expensive EOS_Z1,thank you for using our system . good bye,glad we could help !
626,4,,,,,
626,0,i'm looking for a mexican restaurant in the south part of town .,mexican south EOS_Z1,mexican south EOS_Z1,there are two food_SLOT restaurants in the area_SLOT part of town . would you like their location ?,chiquito restaurant bar is located in the area_SLOT part of town is in the pricerange_SLOT price range . would you like additional information ?
626,1,chiquito restaurant bar is located in the south part of town is in the expensive price range . would you like additional information ?what is the phone number and price range,mexican south EOS_Z1 phone,mexican south EOS_Z1 phone pricerange,chiquito restaurant bar is located at chiquito restaurant bar in the area_SLOT part of town . would you like more information ?,chiquito restaurant bar is pricerange_SLOT . their phone number is 01223 400170 . is there anything else i can help you with ?
626,2,chiquito restaurant bar is expensive . their phone number is 01223 400170 . is there anything else i can help you with ?i would like the address please .,mexican south EOS_Z1 address,mexican south EOS_Z1 address,chiquito restaurant bar is located at chiquito restaurant bar . would you like their address ?,the address is 2g cambridge leisure park cherry hinton road cherry hinton .
626,3,the address is 2g cambridge leisure park cherry hinton road cherry hinton .ok thank you . that 's all for today then .,mexican south EOS_Z1,mexican south EOS_Z1,thank you for using the cambridge restaurant system . good bye .,thank you and good bye .
608,4,,,,,
608,0,i'd like a jamaican restaurant please .,jamaican EOS_Z1,jamaican EOS_Z1,there are no food_SLOT restaurants in the area . would you like to try something else ?,"there are no food_SLOT restaurants , would you care for another type of food ?"
608,1,"there are no jamaican restaurants , would you care for another type of food ?alright then . how about portuguese ?",portuguese EOS_Z1,portuguese EOS_Z1,food_SLOT is located at a nearby city area_SLOT . would you like their address ?,"there are two , nandos city area_SLOT as well as nandos in the area_SLOT part of the city , do you have a preference ?"
608,2,"there are two , nandos city centre as well as nandos in the south part of the city , do you have a preference ?may i have the phone number and address for the south location ?",portuguese EOS_Z1 address phone,portuguese south EOS_Z1 address phone,the phone number is 01223 363636 . does it matter ?,"the address is cambridge leisure park clifton way , and the phone number is 01223 327908 . can i help you with anything else ?"
608,3,"the address is cambridge leisure park clifton way , and the phone number is 01223 327908 . can i help you with anything else ?thank you , goodbye .",portuguese EOS_Z1,portuguese south EOS_Z1,"thank you , goodbye .",enjoy your meal ! good bye .
642,4,,,,,
642,0,please recommend me a cheap restaurant in the north .,cheap north EOS_Z1,cheap north EOS_Z1,there are three restaurants in the area_SLOT part of town . would you like to try something else ?,da vinci pizzeria is in the area_SLOT part of town and in the pricerange_SLOT price range . would you like their location ?
642,1,da vinci pizzeria is in the north part of town and in the cheap price range . would you like their location ? yes .,cheap north EOS_Z1,cheap north EOS_Z1 address,vinci pizzeria is located at vinci pizzeria in the area_SLOT part of town . would you like their address ?,they are located at 20 milton road chesterton
642,2,they are located at 20 milton road chestertonwhat is their postcode ?,cheap north EOS_Z1 postcode,cheap north EOS_Z1 postcode,they are located at 0 0 0 0 0 0 what type of postcode is there anything else i can help you with ?,the postcode is cb41jy is there anything else i can help you with ?
642,3,"the postcode is cb41jy is there anything else i can help you with ?no , thank you good bye",cheap north EOS_Z1,cheap north EOS_Z1,thank you for using the cambridge restaurant system . good bye,thank you .
611,4,,,,,
611,0,i am looking for a malaysian restaurant in the east part of town .,malaysian east EOS_Z1,malaysian east EOS_Z1,there are no food_SLOT restaurants in the area_SLOT part of town . would you like to try something else ?,there are no food_SLOT restaurants on the area_SLOT side of town .
611,1,there are no malaysian restaurants on the east side of town .how about indian food ?,indian east EOS_Z1,indian east EOS_Z1,there are two food_SLOT restaurants in the area_SLOT part of town . what price range would you like ?,curry prince serves food_SLOT food and is on the area_SLOT side of town .
611,2,"curry prince serves indian food and is on the east side of town .perfect , may i have the address and phone number please ?",indian east EOS_Z1 address phone,indian east EOS_Z1 address phone,curry prince is located at 05 piercing street city area_SLOT . does i need any further information ?,the phone number for curry prince is 01223 566388 and they are located at 451 newmarket road fen ditton . can i help you with anything else today ?
611,3,"the phone number for curry prince is 01223 566388 and they are located at 451 newmarket road fen ditton . can i help you with anything else today ? that 's it . thank you , goodbye",indian east EOS_Z1,indian east EOS_Z1,"thank you , goodbye .",goodbye .
619,4,,,,,
619,0,i would like a restaurant in the north part of town that serves australasian food,australasian north EOS_Z1,australasian north EOS_Z1,there are no restaurants in the area_SLOT part of town that serve food_SLOT food . would you like to try something else ?,there are no restaurants matching your criteria . would you like to search for something else ?
619,1,there are no restaurants matching your criteria . would you like to search for something else ?how about asian oriental food ?,asian oriental north EOS_Z1,asian oriental north EOS_Z1,there are two restaurants that match your criteria . would you like to try something else ?,"saigon city serves food_SLOT and they are located in the area_SLOT , although they are quite pricerange_SLOT . would you like the address ?"
619,2,"saigon city serves asian oriental and they are located in the north , although they are quite expensive . would you like the address ?yes , i would like their address and phone number .",asian oriental north EOS_Z1 address phone,asian oriental north EOS_Z1 address phone,they are located at saigon city . their phone number is 01223 363636 .,saigon city 's address is 169 high street chesterton chesterton and its phone number is 01223 356555
619,3,saigon city 's address is 169 high street chesterton chesterton and its phone number is 01223 356555thank you goodbye .,asian oriental north EOS_Z1,asian oriental north EOS_Z1,thank you for using our system . goodbye .,thank you and good bye
656,4,,,,,
656,0,i would like a cheap restaurant that serves greek food,greek cheap EOS_Z1,greek cheap EOS_Z1,there are no restaurants serving food_SLOT food . would you like to try something else ?,i cannot locate a pricerange_SLOT food_SLOT restaurant . is there another one that you are interested in .
656,1,i cannot locate a cheap greek restaurant . is there another one that you are interested in .please check for italian food . i will also need the address and phone number .,italian cheap EOS_Z1 address phone,italian cheap EOS_Z1 address phone,there are two restaurants that serve food_SLOT food . would you like to try something else ?,"there are 5 entries for food_SLOT food in the pricerange_SLOT price range . is there an area of town that works best for you area_SLOT , area_SLOT , or area_SLOT ?"
656,2,"there are 5 entries for italian food in the cheap price range . is there an area of town that works best for you north , centre , or west ?it doesn't matter .",italian cheap EOS_Z1,italian cheap EOS_Z1,there are five restaurants that serve food_SLOT food . would you like to try something else ?,how about da vinci pizzeria ? it is located at 20 milton road chesterton and the phone number is 01223 351707 .
656,3,how about da vinci pizzeria ? it is located at 20 milton road chesterton and the phone number is 01223 351707 .thank you . goodbye !,italian cheap EOS_Z1,italian cheap EOS_Z1,thank you for using our system . good bye,"thank you for using our service , good bye ."
662,4,,,,,
662,0,i would like a cheap restaurant that serves malaysian food,malaysian cheap EOS_Z1,malaysian cheap EOS_Z1,there are no food_SLOT restaurants in the pricerange_SLOT price range . would you like to try something else ?,"i'm sorry , there are no restaurants in the city that serve food_SLOT food . can i help you find another restaurant ?"
662,1,"i'm sorry , there are no restaurants in the city that serve malaysian food . can i help you find another restaurant ?is there a cheap european restraunt ?",european cheap EOS_Z1,european cheap EOS_Z1,there are two restaurants in the pricerange_SLOT price range . would you like to try something else ?,yes . i found the river bar food_SLOT and grill . it is a pricerange_SLOT restaurant serving modern food_SLOT food and in the area_SLOT of town . would you like the address and phone number ?
662,2,yes . i found the river bar steakhouse and grill . it is a cheap restaurant serving modern european food and in the centre of town . would you like the address and phone number ? of course,european cheap EOS_Z1 address phone,european cheap EOS_Z1 address phone,the river bar food_SLOT is located at 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 i'm home is a pricerange_SLOT and is located at luton road fen ditton and their phone number is 01223 323 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05 05,the river bar food_SLOT and grill is located at quayside off bridge street and its phone number is 01223307030 . is there anything else i can help you with ?
662,3,"the river bar steakhouse and grill is located at quayside off bridge street and its phone number is 01223307030 . is there anything else i can help you with ? no , and thank you for your help . goodbye .",european cheap EOS_Z1,european cheap EOS_Z1,thank you for using our system . goodbye .,our pleasure . please call again . goodbye .
663,4,,,,,
663,0,i am looking for a restaurant serving spanish food .,spanish EOS_Z1,spanish EOS_Z1,there are two food_SLOT restaurants serving food_SLOT food . would you like to try something else ?,there are two restaurants serving food_SLOT food in the pricerange_SLOT and pricerange_SLOT price range . which price range would you prefer ?
663,1,there are two restaurants serving spanish food in the cheap and moderate price range . which price range would you prefer ?i am looking for a restaurant in any area that serves lebanese food .,spanish EOS_Z1,lebanese EOS_Z1,there are two restaurants serving food_SLOT food in the pricerange_SLOT price range . would you like to try something else ?,ali baba serves food_SLOT food . would you like the location information ?
663,2,"ali baba serves lebanese food . would you like the location information ?yes please , i would like the address and phone number .",spanish EOS_Z1 address phone,lebanese EOS_Z1 address phone,ali baba is located at 214 king street city area_SLOT . does i need a phone number ?,the phone number for ali baba is 01462 432565 and their address is 59 hills road city area_SLOT . can i help you with anything else today ?
663,3,"the phone number for ali baba is 01462 432565 and their address is 59 hills road city centre . can i help you with anything else today ? thank you . no , that 's all i need . goodbye !",spanish EOS_Z1,lebanese EOS_Z1,"thank you , goodbye .","thanks for using cambridge restaurant system , goodbye ."
658,4,,,,,
658,0,i am looking for a restaurant that serves japanese food . i don't care about the price range .,japanese EOS_Z1,japanese EOS_Z1,"i'm sorry , there are no food_SLOT restaurants that serve food_SLOT food . would you like their location ?",there is not a restaurant serving food_SLOT food . would you like a different type food ?
658,1,there is not a restaurant serving japanese food . would you like a different type food ? is there anything in the area for chinese food ?,chinese EOS_Z1,chinese EOS_Z1,there are two restaurants serving food_SLOT food . would you like to try something else ?,there is charlie chan in city area_SLOT
658,2,there is charlie chan in city centrewhat is the address and phone number of charlie chan ?,chinese EOS_Z1 address phone,chinese EOS_Z1 address phone,there are two food_SLOT restaurants in the area_SLOT part of town . would you like to call them ?,"the address is regent street city area_SLOT , postcode c .b 2 , 1 d .b , and the phone number is 01223 361763"
658,3,"the address is regent street city centre , postcode c .b 2 , 1 d .b , and the phone number is 01223 361763thank you . that is all the info that i needed . good bye .",chinese EOS_Z1,chinese EOS_Z1,thank you for using our system . good bye,thank you .
641,4,,,,,
641,0,"a restaurant in the moderately priced range , please",moderate EOS_Z1,moderate EOS_Z1,there are three restaurants in the pricerange_SLOT price range . would you like to try something else ?,there is a lot of restaurants in the pricerange_SLOT priced range . please tell me the area or the food you would like today .
641,1,"there is a lot of restaurants in the moderate priced range . please tell me the area or the food you would like today . okay , would it help to narrow it down to the west part of town ? i am having trouble deciding what i want to eat today .",moderate west EOS_Z1,moderate west EOS_Z1,there are two restaurants in the pricerange_SLOT price range . would you like to try something else ?,"meghna is an food_SLOT restaurant in the area_SLOT part of town , and is in the pricerange_SLOT price range ."
641,2,"meghna is an italian restaurant in the west part of town , and is in the moderate price range .phone number , please .",moderate west EOS_Z1 phone,moderate west EOS_Z1 phone,meghna is located at 0 0 0 0 0 .,meghna 's phone number is 01223 727410 . is there anything else i can do for you tonight ?
641,3,meghna 's phone number is 01223 727410 . is there anything else i can do for you tonight ?thank you very much ! goodbye !,moderate west EOS_Z1,moderate west EOS_Z1,thank you for using our system . good bye,thank you and goodbye !
650,4,,,,,
650,0,a north part of town restaurant,north EOS_Z1,north EOS_Z1,a area_SLOT part of town is located at a area_SLOT part of town . would you like to try something else ?,do you have a price range preference ? we have several restaurants in the area_SLOT part of town
650,1,do you have a price range preference ? we have several restaurants in the north part of towni don't care about the price range but would like somewhere serving indian food .,indian north EOS_Z1,indian north EOS_Z1,there are two food_SLOT restaurants in the area_SLOT part of town .,there is a fairly pricerange_SLOT food_SLOT restaurant named royal spice in the area_SLOT part of town .
650,2,there is a fairly cheap indian restaurant named royal spice in the north part of town .what is the address and phone number ?,indian north EOS_Z1 address phone,indian north EOS_Z1 address phone,there are two food_SLOT restaurants in the area_SLOT part of town . are you interested in the area ?,royal spice is located at victoria avenue chesterton and its phone number is 01223 360966 . is there anything else i can help you with ?
650,3,"royal spice is located at victoria avenue chesterton and its phone number is 01223 360966 . is there anything else i can help you with ? nope , that was all i needed . thank you . bye bye .",indian north EOS_Z1,indian north EOS_Z1,thank you for using our system . good bye,thank you .
616,4,,,,,
616,0,i would like a restaurant that serves swiss food,swiss EOS_Z1,swiss EOS_Z1,there are no restaurants serving food_SLOT food . would you like to try something else ?,"i'm sorry , we don't have any food_SLOT restaurants available . do you want to try a different type of food ?"
616,1,"i'm sorry , we don't have any swiss restaurants available . do you want to try a different type of food ? i would like to try vietnamese food",vietnamese EOS_Z1,vietnamese EOS_Z1,"i'm sorry , there are no food_SLOT restaurants available . would you like to try something else ?",thanh binh is a good food_SLOT restaurant in the pricerange_SLOT price range
616,2,thanh binh is a good vietnamese restaurant in the cheap price rangewhat is the address ?,vietnamese EOS_Z1 address,vietnamese EOS_Z1 address,binh is a good food_SLOT restaurant in the pricerange_SLOT price range . does it have a different address ?,17 magdalene street city area_SLOT
616,3,17 magdalene street city centreok thank you . good bye .,vietnamese EOS_Z1,vietnamese EOS_Z1,thank you for using our system . good bye,thank you for using our system . good bye
652,4,,,,,
652,0,"i would like a cheap restaurant in the east part of town , please .",cheap east EOS_Z1,cheap east EOS_Z1,there are two pricerange_SLOT restaurants in the area_SLOT part of town . would you like their address ?,the only pricerange_SLOT restaurant in the area_SLOT part of tow is the missing sock .
652,1,"the only cheap restaurant in the east part of tow is the missing sock .address and phone number , please",cheap east EOS_Z1 address phone,cheap east EOS_Z1 address phone,there are two pricerange_SLOT restaurants in the area_SLOT part of town . would you like to try something else ?,the address for the missing sock is finders corner newmarket road and the phone number is 01223 812660 .
652,2,the address for the missing sock is finders corner newmarket road and the phone number is 01223 812660 .thank you good bye,cheap east EOS_Z1,cheap east EOS_Z1,thank you for using our system . good bye,thank you for calling . goodbye .
652,3,thank you for calling . goodbye .thanks so much . bye bye .,cheap east EOS_Z1,cheap east EOS_Z1,thank you for using the cambridge restaurant system . goodbye .,have a nice day
614,4,,,,,
614,0,i am looking for a restaurant in the north part of town that is in the cheap price range .,cheap north EOS_Z1,cheap north EOS_Z1,there are two restaurants in the pricerange_SLOT price range . would you like to try something else ?,royal spice is in the area_SLOT part of town and is in the pricerange_SLOT price range .
614,1,royal spice is in the north part of town and is in the cheap price range . can i have something else ?,cheap north EOS_Z1,cheap north EOS_Z1,there are two restaurants in the area_SLOT part of town .,da vinci pizzeria serves is in the area_SLOT part of town and in the pricerange_SLOT price range . would you like their location ?
614,2,da vinci pizzeria serves is in the north part of town and in the cheap price range . would you like their location ? what is the address ?,cheap north EOS_Z1 address,cheap north EOS_Z1 address,vinci pizzeria is located at vinci pizzeria . would you like their address ?,their address is 20 milton road chesterton
