EVALUATION RESULTS:
bleu,success,match
6.107074734458403e-05,0.053571428045280624,0.0
DECODED RESULTS
dial_id,turn_num,user,bspn_gen,bspn,resp_gen,resp
11,1,pengingat untuk sepakbola pada tanggal kedelapan pukul address_SLOT martha telah diatur hebat !,EOS_Z1 sepak EOS_Z1 saya EOS_Z1 sepak EOS_Z1 saya sepak EOS_Z1 saya sepak EOS_Z1 saya sepak EOS_Z1 saya sepak EOS_Z1 saya sepak EOS_Z1 saya sepak EOS_Z1 saya sepak EOS_Z1 saya sepak EOS_Z1 EOS_Z1 EOS_Z1 sepak EOS_Z1 sepak [value_department],tanggal 8 ; martha ; sepakbola ; pukul 7 malam EOS_Z1,<extra_id_7> telah EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,sama-sama apakah anda butuh bantuan lagi dengan yang lainnya ?
11,2,sama-sama apakah anda butuh bantuan lagi dengan yang lainnya ? tidak,EOS_Z1 EOS_Z1 ndringer EOS_Z1 <extra_id_0> EOS_Z1 lebih lebih lebih EOS_Z1 EOS_Z1 M EOS_Z1 <extra_id_0> [value_department] [value_department] [value_department] [value_department] EOS_Z1 <extra_id_0> [value_department] EOS_Z1 tambahjadijadijadijadijadijadijadijadijadijadijadijadijadijadijadijadi,tanggal 8 ; martha ; sepakbola ; pukul 7 malam EOS_Z1,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 s s EOS_Z1 rambut s . . .,senang dapat membantu
12,3,,,,,
12,0,dimana rumah sakit terdekat ?,EOS_Z1 [value_department] diman rumah sakit ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,terdekat ; rumah sakit EOS_Z1, ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?,"poi_SLOT adalah satu-satunya poi_type_SLOT sakit yang dapat saya temukan . poi_type_SLOT itu berada di address_SLOT yang mana berjarak 9 ,distance_SLOT , namun terdapat sebuah road block distance_SLOT it"
12,1,"poi_SLOT adalah satu-satunya rumah sakit yang dapat saya temukan . tempat itu berada di address_SLOT yang mana berjarak 9 ,distance_SLOT , namun terdapat sebuah road block dekat it oh tidak saya harus sampai kesana , apa alamatnya ?",EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,terdekat ; rumah sakit EOS_Z1,[value_department] [value_department] [value_department] [value_department] EOS_Z1 EOS_Z1 [inform] EOS_Z1 [inform] EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 EOS_Z1,"poi_type_SLOT adalah address_SLOT , saya telah mengirimkan rute terbaik di layarmu"
12,2,"alamatnya adalah address_SLOT , saya telah mengirimkan rute terbaik di layarmu terima kasih",EOS_Z1 EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] [value_department] menam terima gelang jaya EOS_Z1,terdekat ; rumah sakit EOS_Z1,[value_department] EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department],"tidak masalah , semoga harimu menyenangkan"
38,3,,,,,
38,0,akankah terjadi berawan pekan ini,EOS_Z1 akankah pekan ini akan [value_department] pekan ini pekan ini pekan ini pekan ini pekan ini pekan ini pekan [value_department] pekan ini pekan [value_department] pekan ini [value_department] akan [value_department] pekan ini [value_department] akan [value_department] pekan ini,berawan ; pekan EOS_Z1,akankankanyakanyakanyakanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya akankanya,kota apa yang kamu inginkan ?
38,1,kota apa yang kamu inginkan ? san mateo,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] pekan EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] pekan EOS_Z1 [value_department] pekan EOS_Z1 EOS_Z1 [value_department] pekan EOS_Z1 [value_department] pekan EOS_Z1 [value_department] pekan EOS_Z1 pekan EOS_Z1 pekan EOS_Z1 pekan EOS_Z1 pekan EOS_Z1 pekan,berawan ; pekan ; san mateo EOS_Z1,[value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department],tidak akan terjadi weather_attribute_SLOT weekly_time_SLOT ini di location_SLOT namun mungkin saja terjadi weather_attribute_SLOT pada date_SLOT dan juga ada kemungkinan turun weather_attribute_SLOT pada date_SLOT
38,2,tidak akan terjadi berawan pekan ini di san mateo namun mungkin saja terjadi weather_attribute_SLOT pada rabu dan juga ada kemungkinan turun weather_attribute_SLOT pada sabtu oh oke terima kasih,EOS_Z1 pekan <extra_id_0> EOS_Z1 <extra_id_9> EOS_Z1 [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 . EOS_Z1 <extra_id_0> EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 pekan EOS_Z1 EOS_Z1 j EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 . EOS_Z1 <extra_id_48> EOS_Z1 EOS_Z1 <extra_id_0>,berawan ; pekan ; san mateo EOS_Z1,[value_department] . EOS_Z1 . . EOS_Z1 . EOS_Z1 EOS_Z1 [value_department] ) EOS_Z1 ) ) ) ) ) ) ) ) ) ) ) ) ),"sama-sama , senang saya dapat membantu"
5,3,,,,,
5,0,saya ingin tau dimanakah saya dapat sampai ke restoran cina,EOS_Z1 <extra_id_31> -- - restoran EOS_Z1 Restoran EOS_Z1 Restoran EOS_Z1 n restoran EOS_Z1 restoran [value_department] restoran EOS_Z1 Restoran EOS_Z1 Restoran EOS_Z1 Restoran EOS_Z1 Restoran EOS_Z1 Restoran EOS_Z1 Restoran EOS_Z1 Restoran EOS_Z1,EOS_Z1,<extra_id_22> n [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,"terdapat sebuah poi_type_SLOT berjarak distance_SLOT bernama chef chu s , apakah anda menginginkan poi_type_SLOT ?"
5,1,"terdapat sebuah restoran cina berjarak distance_SLOT bernama chef chu s , apakah anda menginginkan alamatnya ? ya dan pastikan saya mendapatkan rute tercepat",EOS_Z1 EOS_Z1 [value_department] [value_department] [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 - - - - - - - - - - - - - - -,EOS_Z1,[value_department] . . . . . . . . . . . . . . . . . . . . . . . .,"poi_type_SLOT adalah address_SLOT , terdapat traffic_info_SLOT sekarang akan tetapi saya telah mengatur jalur alternatif untuk dapat kesana sedikit lebih distance_SLOT"
5,2,"alamatnya adalah address_SLOT , terdapat traffic_info_SLOT sekarang akan tetapi saya telah mengatur jalur alternatif untuk dapat kesana sedikit lebih cepat terima kasih banyak mobil , ayo !",EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] dll <extra_id_55> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> - - - - - - - - - - -,EOS_Z1,EOS_Z1 [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department],sama-sama !
15,3,,,,,
15,0,apakah ada restoran cinas terdekat disana,EOS_Z1 apakah [value_department] cinas [value_department] cinas ter [value_department] cinas ter [value_department] cinas ter [value_department] cinas ter [value_department] cinas ter [value_department] cinas ter [value_department] cinas ter [value_department] cinas ter [value_department],yang dekat ; restoran EOS_Z1,disana a a a a a a a a a a a a a a a a a a a a a a a a,terdapat poi_SLOT di distance_SLOT sini
15,1,terdapat poi_SLOT di dekat sini apa alamatnya ?,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] [value_department] nya bukan nya [value_department] cina EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] [value_department] EOS_Z1 [value_department] nya nya nya nya nya nya nya,yang dekat ; restoran EOS_Z1,) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),poi_SLOT berlokasi di address_SLOT
15,2,poi_SLOT berlokasi di address_SLOT terima kasih !,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 [value_department] [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 . EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] - EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] - EOS_Z1 EOS_Z1 [value_department] EOS_Z1 [value_department] EOS_Z1 [value_department] - EOS_Z1 EOS_Z1 [value_department],yang dekat ; restoran EOS_Z1,"[value_department] EOS_Z1 [value_department] ,  , , , , , , , , , , , , ,",sama-sama !
28,3,,,,,
28,0,seberapakah suhu tertinggi untuk pekan ini,EOS_Z1,suhu tertinggi ; pekan EOS_Z1,weather_attribute_SLOT tertinggi initinggi ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini ini,anda ingin tahu weather_attribute_SLOT untuk kota yang mana ?
28,1,"anda ingin tahu suhu tertinggi untuk kota yang mana ? tolong redwood city , suhu tertinggi untuk pekan ini",EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,suhu tertinggi ; pekan ; redwood city EOS_Z1,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,date_SLOT mengatakan bahwa akan terdapat suhu setinggi weather_attribute_SLOT di location_SLOT weekly_time_SLOT ini
28,2,minggu mengatakan bahwa akan terdapat suhu setinggi suhu tertinggi di redwood city pekan ini terima kasih !,EOS_Z1 EOS_Z1 seniz . . .  . . . B <extra_id_0> EOS_Z1 [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,suhu tertinggi ; pekan ; redwood city EOS_Z1,EOS_Z1 [value_department] ) e -,sama-sama
30,3,,,,,
30,0,seperti apa cuaca untuk hari ini,EOS_Z1 cu [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] cu [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] cu [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] cu [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] cu [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] cu [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department] [value_department],hari ini EOS_Z1,<extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53> <extra_id_53>,anda sekarang ada di kota mana ?
30,1,anda sekarang ada di kota mana ? saya ingin tahu suhu di san francisco hari ini,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,hari ini ; san francisco EOS_Z1,) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ),disana akan berkisar temperature_SLOT di location_SLOT weekly_time_SLOT
30,2,"disana akan berkisar temperature_SLOT di san francisco hari ini oke , terima kasih",EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 - - EOS_Z1 - - EOS_Z1 - -- EOS_Z1 -- EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 <extra_id_12>so EOS_Z1 <extra_id_33> [value_department] EOS_Z1 <extra_id_55> [value_department] [value_department] EOS_Z1,hari ini ; san francisco EOS_Z1,"EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 , , , , , , ,",tidak masalah
41,3,,,,,
41,0,carikan saya restoran cina,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1,restoran cina EOS_Z1,[value_department],terdapat sebuah poi_SLOT poi_type_SLOT di distance_SLOT sini
41,1,terdapat sebuah poi_SLOT restoran cina di distance_SLOT sini sedekat apa tempat tersebut dengan saya ?,EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department] EOS_Z1 EOS_Z1 [value_department],restoran cina EOS_Z1,"EOS_Z1 EOS_Z1 EOS_Z1 EOS_Z1 [value_department] [value_department] EOS_Z1 [bye] [value_department] adalah [value_department] EOS_Z1 [value_department] selalu seorang seorang , , seorang seorang , , seorang seorang , , seorang seorang , ,","poi_SLOT poi_type_SLOT berjarak 6 ,distance_SLOT dengan adanya traffic_info_SLOT poi_type_SLOT itu berlokasi di address_SLOT"
