EVALUATION RESULTS:
bleu,success,match
0.07768874941899603,0.7204030176870609,0.39999999993333335
DECODED RESULTS
dial_id,turn_num,user,bspn_gen,bspn,resp_gen,resp
26,3,aktivitas sepakbola anda selanjutnya akan dilaksanakan pada kamis pukul address_SLOT party_SLOT terima kasih,sepakbola EOS_Z1,aktivitas sepakbola ; kamis EOS_Z1,sama-sama,sama-sama
55,4,,,,,
55,0,mobil saya menginginkan beberapa teh,EOS_Z1,kafe EOS_Z1,"ada teh yang berjarak 3 ,distance_SLOT dan terdapat traffic_info_SLOT di perjalanannya","kita sedang berjarak 1 ,distance_SLOT dari poi_SLOT dan terdapat pula poi_SLOT berjarak 6 ,distance_SLOT : yang mana yang anda pilih ?"
55,1,"kita sedang berjarak 1 ,distance_SLOT dari poi_SLOT dan terdapat pula poi_SLOT berjarak 6 ,distance_SLOT : yang mana yang anda pilih ? saya ingin rute yang paling cepat dan tidak macet",EOS_Z1,kafe EOS_Z1 traffic_info,apakah anda ingin pergi ke sana ?,"oleh karena itu saya menyarankan anda poi_SLOT , hanya itu yang berjarak 1 ,distance_SLOT dan dengan traffic_info_SLOT di perjalanan kita . apakah anda ingin saya mengatur navigasi ke sana ?"
55,2,"oleh karena itu saya menyarankan anda coupa , hanya itu yang berjarak 1 ,distance_SLOT dan dengan traffic_info_SLOT di perjalanan kita . apakah anda ingin saya mengatur navigasi ke sana ? ya , tolong atur navigasinya menuju coupa",EOS_Z1,kafe EOS_Z1,sedang mengatur navigasi menuju poi_SLOT di address_SLOT sekarang,"saya telah mengirimkan seluruh petunjuk di layarmu , nikmati perjalananmu !"
55,3,"saya telah mengirimkan seluruh petunjuk di layarmu , nikmati perjalananmu ! terima kasih mobil !",EOS_Z1,kafe ; tercepat EOS_Z1,sama-sama !,sama-sama pengemudi !
29,4,,,,,
29,0,berikan saya arah menuju restoran masakan cina terdekat,terdekat ; restoran cina EOS_Z1,terdekat ; restoran cina EOS_Z1,"poi_type_SLOT distance_SLOT adalah poi_SLOT yang berjarak 9 ,distance_SLOT","terdapat poi_SLOT yang berjarak 4 ,distance_SLOT : apakah anda ingin pergi kesana ?"
29,1,"terdapat poi_SLOT yang berjarak 4 ,distance_SLOT : apakah anda ingin pergi kesana ? apa alamatnya ?",terdekat ; restoran cina EOS_Z1,terdekat ; restoran cina EOS_Z1,poi_SLOT berada di address_SLOT,poi_SLOT berlokasi di address_SLOT aakah anda ingin saya menyetel gps ?
29,2,poi_SLOT berlokasi di address_SLOT aakah anda ingin saya menyetel gps ? atur gps untuk rute tercepat,restoran cina EOS_Z1,terdekat ; restoran cina EOS_Z1,gps sedang menyetel gps untuk rute distance_SLOT,gps telah diatur ke poi_SLOT dengan rute distance_SLOT
29,3,gps telah diatur ke poi_SLOT dengan rute tercepat terima kasih mobil !,restoran cina EOS_Z1,terdekat ; restoran cina EOS_Z1,sama-sama !,sama-sama
7,4,,,,,
7,0,kapan aktivitas yoga berikutnya dan siapa saja yang akan datang bersama saya ?,aktivitas yoga EOS_Z1 date party,yoga EOS_Z1 date party,"anda memiliki dua event_SLOT yang terjadwal; yang pertama pada date_SLOT bersama party_SLOT anda , dan yang lainnya pada date_SLOT bersama party_SLOT",anda memiliki satu event_SLOT pada date_SLOT dan satu lagi pada date_SLOT yang mana yang kamu tertarik ?
7,1,anda memiliki satu aktivitas yoga pada date_SLOT dan satu lagi pada date_SLOT yang mana yang kamu tertarik ? tolong berikan saya informasi pada selasa,aktivitas yoga EOS_Z1,yoga ; selasa EOS_Z1 party,"anda memiliki dua event_SLOT yang terjadwal . yang pertama pada date_SLOT bersama party_SLOT anda , yang lainnya pada date_SLOT bersama party_SLOT",event_SLOT anda akan ada pada date_SLOT pukul address_SLOT party_SLOT anda
7,2,aktivitas yoga anda akan ada pada selasa pukul address_SLOT party_SLOT anda tolong berikan saya informasi pada kamis,aktivitas yoga EOS_Z1,yoga ; kamis EOS_Z1,anda memiliki dua event_SLOT yang terjadwal . yang pertama pada pukul address_SLOT party_SLOT dan yang lainnya pada pukul address_SLOT party_SLOT,event_SLOT anda akan ada pada date_SLOT pukul address_SLOT party_SLOT
7,3,aktivitas yoga anda akan ada pada kamis pukul address_SLOT party_SLOT terima kasih,aktivitas yoga EOS_Z1,yoga ; kamis EOS_Z1,sama-sama,sama-sama
45,4,,,,,
45,0,bisakah anda membawa saya menuju coffee house,coffee EOS_Z1,coffee EOS_Z1,"poi_SLOT berjarak 3 ,distance_SLOT","pilihan yang paling terbaik berjarak 9 ,distance_SLOT yaitu poi_SLOT yang berlokasi di address_SLOT ave"
45,1,"pilihan yang paling terbaik berjarak 9 ,distance_SLOT yaitu poi_SLOT yang berlokasi di address_SLOT ave seperti apa lalu lintasnya , dan bisakah anda mengirimkan saya arah kesana ?",EOS_Z1,coffee EOS_Z1 traffic_info,poi_SLOT berada di address_SLOT,terdapat traffic_info_SLOT di perjalanan menuju poi_SLOT yang berada di address_SLOT ave apakah ada hal lainnya ?
45,2,"terdapat traffic_info_SLOT di perjalanan menuju poi_SLOT yang berada di address_SLOT ave apakah ada hal lainnya ? sudah cukup , tolong atur gps mengarah ke sana , terima kasih !",EOS_Z1,coffee EOS_Z1,sama-sama,sedang mengatur rute
45,3,"sedang mengatur rute terima kasih ,",EOS_Z1,coffee EOS_Z1,sama-sama,sama-sama
49,4,,,,,
49,0,"mobil saya membutuhkan sebuah pom bensin berjarak 3 ,2 km",pom bensin EOS_Z1,pom bensin EOS_Z1,"poi_type_SLOT berjarak 3 ,distance_SLOT","address_SLOT 3 ,distance_SLOT apakah anda ingin arah menuju kesana ?"
49,1,"address_SLOT 3 ,distance_SLOT apakah anda ingin arah menuju kesana ? terdengar bagus",pom bensin EOS_Z1,pom bensin ; 8 km EOS_Z1,poi_SLOT berada di address_SLOT,address_SLOT address_SLOT real . sedang menyetel detil navigasi sekarang
49,2,address_SLOT address_SLOT real . sedang menyetel detil navigasi sekarang apakah akan ada kemacetan menuju kesana ?,pom bensin EOS_Z1,pom bensin EOS_Z1,sedang menyetel navigasi di address_SLOT real,"terdapat roadblock distance_SLOT , jadi tolong mengemudi dengan hati-hati"
49,3,"terdapat roadblock yang dekat , jadi tolong mengemudi dengan hati-hati terima kasih mobil !",yang dekat ; pom bensin EOS_Z1,pom bensin EOS_Z1,sama-sama !,sama-sama; tolong mengemudi dengan hati-hati
51,4,,,,,
51,0,apakah ada rumah sakit didekat saya,rumah sakit EOS_Z1,dekat ; rumah sakit EOS_Z1,"poi_type_SLOT sakit didekatnya adalah poi_type_SLOT sakit yang berjarak 1 ,distance_SLOT","poi_SLOT berjarak 11 ,distance_SLOT"
51,1,"poi_SLOT berjarak 11 ,distance_SLOT tolong pilih rute tercepat dan kirimkan rute tersebut di peta saya , terima kasih !",rumah sakit EOS_Z1,tercepat ; rumah sakit EOS_Z1 poi,terima kasih,ini adalah rute distance_SLOT menuju poi_SLOT
51,2,ini adalah rute tercepat menuju poi_SLOT apa alamatnya ?,rumah sakit EOS_Z1,tercepat ; rumah sakit EOS_Z1,"address_SLOT , saya telah mengirimkan posisinya di layar anda",poi_SLOT berlokasi di address_SLOT
51,3,poi_SLOT berlokasi di address_SLOT terima kasih banyak untuk bantuannya,rumah sakit EOS_Z1,tercepat ; rumah sakit EOS_Z1,sama-sama,sama-sama
21,4,,,,,
21,0,apakah ada sebuah philz di sekitar sini ?,dekat ; philz EOS_Z1,EOS_Z1 poi,poi_SLOT berada di address_SLOT,hanya poi_SLOT atau starbuck
21,1,hanya poi_SLOT atau starbuck yang mana yang mempunyai rute terdekat dan tercepat ?,terdekat ; philz EOS_Z1,EOS_Z1,"poi_SLOT berjarak 3 ,distance_SLOT dan terdapat traffic_info_SLOT di perjalanannya","poi_SLOT hanya berjarak 4 ,distance_SLOT dan memiliki traffic_info_SLOT sedangkan starbuck lebih jauh dan memiliki lalu lintas yang lebih padat di perjalanannya"
21,2,"poi_SLOT hanya berjarak 4 ,distance_SLOT dan memiliki traffic_info_SLOT sedangkan starbuck lebih jauh dan memiliki lalu lintas yang lebih padat di perjalanannya apa alamatnya teavana ?",terdekat ; philz EOS_Z1,EOS_Z1,"poi_type_SLOT adalah address_SLOT , saya telah mengirimkannya di layarmu",poi_type_SLOT untuk poi_SLOT adalah address_SLOT
21,3,alamat untuk teavana adalah address_SLOT terima kasih,terdekat ; philz EOS_Z1,EOS_Z1,sama-sama,"sama-sama , semoga harimu menyenangkan"
8,4,,,,,
8,0,seperti apa cuacanya,EOS_Z1,EOS_Z1,kota mana yang kamu ingin tahu cuacanya ?,tolong beritahu saya kota manakah yang anda ingin tahu cuacanya ?
8,1,tolong beritahu saya kota manakah yang anda ingin tahu cuacanya ? tolong di durham,durham EOS_Z1,durham EOS_Z1,"di location_SLOT akan terjadi weather_attribute_SLOT pada date_SLOT , weather_attribute_SLOT pada date_SLOT , weather_attribute_SLOT pada date_SLOT , weather_attribute_SLOT pada date_SLOT , weather_attribute_",apakah kamu ingin tahu mengenai cuaca di location_SLOT ?
8,2,apakah kamu ingin tahu mengenai cuaca di durham ? perkiraan cuaca untuk hari ini,durham EOS_Z1,durham ; hari ini EOS_Z1,kota mana yang kamu ingin tahu cuacanya ?,akan weather_attribute_SLOT dengan suhu diantara temperature_SLOT di location_SLOT
8,3,"akan weather_attribute_SLOT dengan suhu diantara temperature_SLOT di durham oke , terima kasih",durham EOS_Z1,durham ; hari ini EOS_Z1,sama-sama,tidak masalah ! sama-sama
58,2,,,,,
58,0,kapan aktivitas yoga dan siapa saja yang hadir ?,aktivitas yoga EOS_Z1 date party,yoga EOS_Z1 date party,anda memiliki dua event_SLOT yang terjadwal; yang pertama pada date_SLOT pukul address_SLOT party_SLOT dan yang lainnya pada date_SLOT pukul address_SLOT party_SLOT,"anda memiliki tiga event_SLOT yang telah terjadwal; satu pada date_SLOT pukul address_SLOT party_SLOT anda , yang lainnya pada date_SLOT pukul address_SLOT party_SLOT , dan yang terakhir pada date_SLOT pukul address_SLOT party_SLOT"
58,1,"anda memiliki tiga aktivitas yoga yang telah terjadwal; satu pada date_SLOT pukul address_SLOT party_SLOT anda , yang lainnya pada date_SLOT pukul address_SLOT tom , dan yang terakhir pada date_SLOT pukul address_SLOT party_SLOT terima kasih atas informasinya",aktivitas yoga EOS_Z1,yoga EOS_Z1,sama-sama,sama-sama
2,2,,,,,
2,0,cari tahu pihak yang menghadiri aktivitas sepakbola saya carikan juga waktunya,aktivitas sepakbola EOS_Z1,aktivitas sepakbola EOS_Z1 party,"anda memiliki dua event_SLOT event_SLOT yang terjadwal . yang pertama pada date_SLOT bersama party_SLOT anda , dan yang lainnya pada date_SLOT bersama party_SLOT",event_SLOT event_SLOT anda telah terjadwal pada date_SLOT pukul address_SLOT party_SLOT
2,1,aktivitas sepakbola anda telah terjadwal pada date_SLOT pukul address_SLOT party_SLOT terima kasih sobat,sepakbola EOS_Z1,aktivitas sepakbola EOS_Z1,sama-sama,sama-sama sahabat
54,2,,,,,
54,0,tanggal berapa berenang saya dan siapa saja yang hadir ?,berenang EOS_Z1 date party,aktivitas berenang EOS_Z1 date party,anda memiliki dua event_SLOT yang terjadwal . yang pertama pada date_SLOT bersama party_SLOT dan yang lainnya pada date_SLOT bersama party_SLOT,"saya memiliki dua , yang mana yang ingin anda tahu ? yang pertama pada date_SLOT pukul address_SLOT ana atau satu lagi pada date_SLOT pukul address_SLOT party_SLOT"
54,1,"saya memiliki dua , yang mana yang ingin anda tahu ? yang pertama pada date_SLOT pukul address_SLOT ana atau satu lagi pada date_SLOT pukul address_SLOT party_SLOT keduanya",EOS_Z1,aktivitas berenang EOS_Z1 date event party,apakah anda ingin pergi ke sana ?,event_SLOT anda telah dijadwalkan pada date_SLOT pukul address_SLOT party_SLOT dan date_SLOT pukul address_SLOT party_SLOT
19,2,,,,,
19,0,akankah hujan di manhattan hari ini dan besok ?,hujan ; manhattan EOS_Z1,hujan ; manhattan EOS_Z1 weather_attribute,akan terjadi weather_attribute_SLOT di location_SLOT weekly_time_SLOT_time_SLOT,"tidak , tidak akan terjadi weather_attribute_SLOT di location_SLOT untuk weekly_time_SLOT_time_SLOT ke depan , cuaca akan weather_attribute_SLOT weekly_time_SLOT_time_SLOT dan weather_attribute_SLOT weekly_time_SLOT_time_SLOT"
19,1,"tidak , tidak akan terjadi hujan di manhattan untuk dua hari ke depan , cuaca akan weather_attribute_SLOT hari ini dan weather_attribute_SLOT besok terima kasih",hujan ; manhattan EOS_Z1,hujan ; manhattan EOS_Z1,sama-sama,senang saya dapat membantu
53,2,,,,,
53,0,tolong buatkan pengingat bahwa saya akan konferensi call bersama vp pada august 1 tanggal 4 pukul 6 malam,vp ; konferensi call ; vp ; august 1 ; pukul 6 malam EOS_Z1,konferensi ; pukul 6 malam EOS_Z1,senang dapat membantu,oke sedang mengatur pengingat untuk event_SLOT call anda bersama vp pada august address_SLOT time_SLOT
53,1,oke sedang mengatur pengingat untuk konferensi call anda bersama vp pada august address_SLOT pukul 6 malam terima kasih,vp ; august 1 ; pukul 6 malam EOS_Z1,konferensi ; pukul 6 malam EOS_Z1,sama-sama,senang dapat membantu
33,2,,,,,
33,0,apakah seharusnya hujan di brentwood hari ini ataupun besok ?,hujan ; hari ini ; brentwood EOS_Z1,hujan ; brentwood EOS_Z1,weather_attribute_SLOT di location_SLOT weekly_time_SLOT_time_SLOT akan terjadi weather_attribute_SLOT di location_SLOT,"tidak , tidak akan ada weather_attribute_SLOT yang terprediksi di location_SLOT weekly_time_SLOT_time_SLOT ataupun weekly_time_SLOT_time_SLOT"
33,1,"tidak , tidak akan ada hujan yang terprediksi di brentwood hari ini ataupun besok terima kasih",hujan ; hari ini ; brentwood EOS_Z1,hujan ; brentwood EOS_Z1,sama-sama,sama-sama !
52,2,,,,,
52,0,seperti apa cuaca di alameda sekarang ?,alameda EOS_Z1,alameda EOS_Z1 weather_attribute,cuaca di location_SLOT akan berkisar antara temperature_SLOT dan temperature_SLOT,di location_SLOT cuacanya adalah weather_attribute_SLOT sekarang
52,1,di alameda cuacanya adalah weather_attribute_SLOT sekarang terima kasih,alameda EOS_Z1,alameda EOS_Z1,sama-sama,sama-sama
4,2,,,,,
4,0,saya membutuhkan informasi mengenai konferensi saya selanjutnya,konferensi EOS_Z1,konferensi EOS_Z1 date party,event_SLOT anda berada pada date_SLOT bersama party_SLOT,event_SLOT anda bersama party_SLOT pada date_SLOT pukul address_SLOT address_SLOT untuk membahas dresscode
4,1,konferensi anda bersama party_SLOT pada date_SLOT pukul address_SLOT address_SLOT untuk membahas dresscode terima kasih,meeting EOS_Z1,konferensi EOS_Z1,sama-sama,saya disini untuk membantu
24,2,,,,,
24,0,seperti apa perkiraan cuaca di carson untuk akhir pekan ini ?,akhir pekan ; carson EOS_Z1,akhir pekan ; carson EOS_Z1 weather_attribute,perkiraan cuaca di location_SLOT pada weekly_time_SLOT_time_SLOT ini akan diprediksi cuaca,"di location_SLOT akan terjadi weather_attribute_SLOT pada date_SLOT , dan weather_attribute_SLOT pada date_SLOT"
24,1,"di carson akan terjadi weather_attribute_SLOT pada sabtu , dan weather_attribute_SLOT pada minggu terima kasih",EOS_Z1,akhir pekan ; carson EOS_Z1,sama-sama,sama-sama
42,2,,,,,
42,0,kapan aktivitas berenang dan siapa saja yang datang bersama saya ?,aktivitas berenang EOS_Z1 date party,berenang EOS_Z1 party,"anda memiliki dua event_SLOT event_SLOT yang terjadwal , yang pertama pada date_SLOT bersama party_SLOT dan yang lainnya pada date_SLOT bersama party_SLOT","anda memiliki dua jadwal event_SLOT event_SLOT . yang pertama ada pada date_SLOT pukul address_SLOT party_SLOT , dan yang kedua ada pada date_SLOT pukul address_SLOT party_SLOT anda"
42,1,"anda memiliki dua jadwal aktivitas berenang . yang pertama ada pada date_SLOT pukul address_SLOT jon , dan yang kedua ada pada date_SLOT pukul address_SLOT party_SLOT anda terima kasih",aktivitas berenang EOS_Z1,berenang EOS_Z1,sama-sama,sama-sama
25,2,,,,,
25,0,apakah akan terjadi suhu terendah pada jumat di alhambra ?,suhu terendah ; jumat ; alhambra EOS_Z1,hangat ; jumat ; alhambra EOS_Z1,weather_attribute_SLOT di location_SLOT akan terjadi weather_attribute_SLOT di temperature_SLOT,suhu di location_SLOT mempunyai suhu serendah temperature_SLOT dan setinggi temperature_SLOT pada date_SLOT
25,1,suhu di alhambra mempunyai suhu serendah temperature_SLOT dan setinggi temperature_SLOT pada jumat terima kasih,suhu terendah ; jumat ; alhambra EOS_Z1,hangat ; jumat ; alhambra EOS_Z1,sama-sama,sama-sama
17,2,,,,,
17,0,tolong beritahu saya mengenai waktu dan tanggal untuk pertemuan saya selanjutnya yang terjadwal dan apa yang saya harapkan untuk diselesaikan pada acara tersebut,pertemuan EOS_Z1 date party,pertemuan EOS_Z1 agenda date,"anda memiliki dua event_SLOT yang terjadwal . yang pertama pada date_SLOT bersama party_SLOT anda , dan yang terakhir pada date_SLOT bersama party_SLOT",event_SLOT anda selanjutnya pada date_SLOT pukul address_SLOT tujuannya untuk agenda_SLOT
17,1,pertemuan anda selanjutnya pada date_SLOT pukul address_SLOT tujuannya untuk agenda_SLOT dimanakah lokasi untuk pertemuan ?,pertemuan EOS_Z1,pertemuan EOS_Z1,lokasi mana yang anda ingin tahu ?,lokasinya di address_SLOT
27,2,,,,,
27,0,"dimanakah dan di hari apakah pertemuan saya , dan apa agendanya ?",pertemuan EOS_Z1 agenda date party,pertemuan EOS_Z1 agenda date event,"anda memiliki dua event_SLOT yang terjadwal , yang pertama pada date_SLOT pukul address_SLOT party_SLOT dan yang lainnya pada date_SLOT pukul address_SLOT agenda_SLOT","saat ini anda memiliki tiga event_SLOT yang terjadwal . yang pertama pada date_SLOT di event_SLOT room address_SLOT piknik perusahaan , yang kedua pada date_SLOT di address_SLOT untuk untuk agenda_SLOT dan yang terakhir pada date_SLOT di ruangan event_SLOT address_SLOT dresscode"
27,1,"saat ini anda memiliki tiga pertemuan yang terjadwal . yang pertama pada date_SLOT di event_SLOT room address_SLOT piknik perusahaan , yang kedua pada date_SLOT di address_SLOT untuk untuk agenda_SLOT dan yang terakhir pada date_SLOT di ruangan event_SLOT address_SLOT dresscode terima kasih",pertemuan EOS_Z1,pertemuan EOS_Z1,sama-sama,sama-sama
61,2,,,,,
61,0,jadwalkan sebuah aktivitas tennis di pukul 3 sore sabtu bersama ayah saya,ayah ; aktivitas tennis ; pukul 3 sore EOS_Z1,sabtu ; ayah ; aktivitas tennis ; pukul 3 sore EOS_Z1,"event_SLOT event_SLOT di pukul address_SLOT party_SLOT anda , selanjutnya akan terjadi event_SLOT event_SLOT di pukul address_SLOT party_SLOT anda","oke , saya sedang menjadwalkan sebuah event_SLOT event_SLOT bersama party_SLOT anda pada date_SLOT time_SLOT"
61,1,"oke , saya sedang menjadwalkan sebuah aktivitas tennis bersama ayah anda pada sabtu pukul 3 sore terima kasih",dekat ; aktivitas tennis ; pukul 3 sore EOS_Z1,sabtu ; ayah ; aktivitas tennis ; pukul 3 sore EOS_Z1,sama-sama,sama-sama
34,2,,,,,
34,0,tanggal dan waktu kapankah saya harus berobat ?,EOS_Z1 date,EOS_Z1 date time,"anda memiliki dua event_SLOT temu dengan event_SLOT yang terjadwal , yang pertama pada date_SLOT pukul address_SLOT date_SLOT pukul address_SLOT date_SLOT pukul address_SLOT date_S",anda memiliki dua berobat kegiatan yang terjadwal . yang satu pada date_SLOT pukul address_SLOT yang lainnya pada date_SLOT time_SLOT
34,1,anda memiliki dua berobat kegiatan yang terjadwal . yang satu pada date_SLOT pukul address_SLOT yang lainnya pada date_SLOT time_SLOT terima kasih banyak,EOS_Z1,EOS_Z1,sama-sama,sama-sama
22,2,,,,,
22,0,jam berapa pertemuan saya dan dimana lokasinya ?,pertemuan EOS_Z1 date,pertemuan EOS_Z1 time,event_SLOT anda dilaksanakan pada date_SLOT bersama party_SLOT,event_SLOT anda telah dijadwalkan pada date_SLOT time_SLOT
22,1,pertemuan anda telah dijadwalkan pada date_SLOT time_SLOT dimanakah pertemuan ?,pertemuan EOS_Z1,pertemuan EOS_Z1,event_SLOT anda dilaksanakan pada date_SLOT,event_SLOT anda dilakukan di address_SLOT
31,2,,,,,
31,0,saya ingin mengetahui waktu dan hari aktivitas tennis saya,aktivitas tennis EOS_Z1 date party,tennis EOS_Z1 date time,"anda memiliki dua event_SLOT event_SLOT yang terjadwal . yang pertama pada date_SLOT pukul address_SLOT party_SLOT anda , dan yang lainnya pada date_SLOT pukul address_SLOT party_SLOT",event_SLOT event_SLOT anda dilaksanakan pada date_SLOT time_SLOT
31,1,"aktivitas tennis anda dilaksanakan pada date_SLOT time_SLOT sempurna , terima kasih !",aktivitas tennis EOS_Z1,tennis EOS_Z1,tidak masalah,tidak masalah
60,2,,,,,
60,0,bisakah anda memberitahu saya dokter saya selanjutnya dan orang yang mungkin bergabung bersama saya ?,janji temu dengan dokter EOS_Z1 party,janji temu dengan dokter EOS_Z1 date party,"anda memiliki dua event_SLOT temu dengan party_SLOT yang terjadwal , yang pertama pada date_SLOT bersama party_SLOT dan yang lainnya pada date_SLOT bersama party_SLOT","anda memiliki tiga event_SLOT yang telah terjadwal dengan event_SLOT : satu pada date_SLOT , dua pada date_SLOT , dan satu lagi pada date_SLOT untuk jadwal yang mana yang kamu ingin tahu lebih lanjut ?"
60,1,"anda memiliki tiga dokter yang telah terjadwal dengan dokter : satu pada tanggal 5 , dua pada tanggal 8 , dan satu lagi pada date_SLOT untuk jadwal yang mana yang kamu ingin tahu lebih lanjut ? saya ingin informasi lebih mengenai janjian pada tanggal 5",janji temu dengan dokter EOS_Z1,janji temu dengan dokter ; tanggal 5 EOS_Z1 party,"anda memiliki dua event_SLOT temu dengan event_SLOT yang terjadwal , yang pertama pada tanggal address_SLOT , yang lainnya pada tanggal address_SLOT , dan yang lainnya pada tanggal address_SLOT","ya , kegiatan itu ada pada pukul address_SLOT party_SLOT anda"
57,3,,,,,
57,0,"saya ingin tahu kapan konferensi dilaksanakan , dimana , dan siapa saja yang hadir",konferensi EOS_Z1 date party,konferensi EOS_Z1 party,event_SLOT anda dilaksanakan pada date_SLOT bersama party_SLOT,event_SLOT berlokasi di address_SLOT pada pukul address_SLOT party_SLOT anda
57,1,konferensi berlokasi di address_SLOT pada pukul address_SLOT party_SLOT anda terima kasih !,conference EOS_Z1,konferensi EOS_Z1,sama-sama,ada lagi yang lain ?
57,2,"ada lagi yang lain ? itu saja , terima kasih",EOS_Z1,konferensi EOS_Z1,sama-sama,senang dapat membantu
46,3,,,,,
46,0,seperti apa cuaca pekan ini,pekan EOS_Z1,pekan EOS_Z1,kota apa yang kamu ingin tahu cuacanya ?,anda ingin tahu cuaca seperti apa di kota yang mana ?
46,1,anda ingin tahu cuaca seperti apa di kota yang mana ? akankah panas di grand rapids pekan ini ?,panas ; pekan EOS_Z1,pekan ; panas ; grand rapids EOS_Z1,"suhu di location_SLOT akan terjadi weather_attribute_SLOT , dan suhu tingginya akan berkisar antara temperature_SLOT dan suhu tingginya",tidak akan terjadi weather_attribute_SLOT di location_SLOT weekly_time_SLOT_time_SLOT ini
46,2,tidak akan terjadi panas di grand rapids pekan ini terima kasih,EOS_Z1,pekan ; panas ; grand rapids EOS_Z1,sama-sama,tidak masalah
13,3,,,,,
13,0,saya ingin rute tercepat menuju rumah sakit,rumah sakit EOS_Z1,rumah sakit EOS_Z1 distance,"distance_SLOT adalah poi_SLOT yang berjarak 9 ,distance_SLOT",poi_type_SLOT sakit distance_SLOT berlokasi di address_SLOT bernama poi_SLOT
13,1,"rumah sakit distance_SLOT berlokasi di address_SLOT bernama poi_SLOT ok , tolong berikan saya arah via rute tercepat",rumah sakit EOS_Z1,rumah sakit EOS_Z1,poi_SLOT berada di address_SLOT,"kita sedang berjarak 6 ,distance_SLOT dan terdapat traffic_info_SLOT di perjalanan kita , saya sedang mengirim rute di peta mu"
13,2,"kita sedang berjarak 6 ,distance_SLOT dan terdapat traffic_info_SLOT di perjalanan kita , saya sedang mengirim rute di peta mu terimakasih atas informasinya",EOS_Z1,rumah sakit EOS_Z1,sama-sama,sama-sama !
10,3,,,,,
10,0,saya akan berobat pada tanggal ketujuh,tanggal 13 EOS_Z1,tanggal 7 EOS_Z1,tidak akan ada hal yang terjadi di date_SLOT,"sedang mengatur pengingat untuk berobat pada date_SLOT , untuk waktunya sebaiknya saya menambahkan apa ?"
